
      0    624    585      1
    1 -0.5000000E+01 -0.9666666E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9666666E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.9000000E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.8333334E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7666666E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.7000000E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.6333334E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5666667E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.5000000E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.4333333E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3666667E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3000000E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.2333333E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166666E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1666667E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.3437500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.2812500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.2187500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.1562500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.9375000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.1000000E+01 -0.3125000E+00 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166663E+00
    1 -0.5000000E+01 -0.3333335E+00 -0.4687500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
    1 -0.5000000E+01 -0.3333335E+00 -0.4062500E+01 -0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4166669E+00
