Nb de frequency :    10
 0.3142
  0.354145E+06  0.102539E-01  0.719604E-01 -0.324341E+00  0.268349E+06  0.164933E+07
  0.756836E-02  0.193943E+06  0.910493E+05 -0.577988E+06  0.357666E-01 -0.123047E+00
  0.683594E-02  0.931253E+05  0.442991E+06 -0.216844E+07 -0.294189E-01 -0.603027E-01
  0.820312E-01 -0.580876E+06 -0.214941E+07  0.120820E+08  0.360352E+00  0.640625E+00
  0.269414E+06 -0.673828E-01 -0.219849E+00  0.112146E+01  0.158354E+07  0.118557E+07
  0.164308E+07  0.343018E-01  0.307373E+00 -0.139111E+01  0.117521E+07  0.942885E+07
 0.5120
  0.376615E+06 -0.102539E-01  0.217590E-01 -0.129761E+00  0.292654E+06  0.174872E+07
  0.683594E-02  0.200770E+06  0.872813E+05 -0.569779E+06  0.279541E-01  0.249023E-01
 -0.342407E-01  0.880597E+05  0.426599E+06 -0.208743E+07 -0.609131E-01  0.133301E+00
  0.107910E+00 -0.569218E+06 -0.207406E+07  0.117275E+08  0.472656E+00  0.619141E+00
  0.294066E+06 -0.913696E-01 -0.238892E+00  0.124146E+01  0.161040E+07  0.129430E+07
  0.174099E+07 -0.541992E-01  0.620117E-01 -0.392822E+00  0.128089E+07  0.987670E+07
 0.7098
  0.420056E+06  0.181274E-01  0.354004E-01 -0.176880E+00  0.338827E+06  0.194071E+07
  0.183105E-02  0.204586E+06  0.691838E+05 -0.496616E+06 -0.130615E-01  0.717773E-01
 -0.939941E-02  0.666138E+05  0.385172E+06 -0.187805E+07 -0.622559E-02 -0.659180E-01
 -0.620117E-01 -0.487339E+06 -0.187740E+07  0.107638E+08 -0.298828E+00 -0.416016E+00
  0.340892E+06  0.487671E-01  0.317383E-01 -0.310547E+00  0.166008E+07  0.150078E+07
  0.193007E+07  0.874023E-01  0.229736E+00 -0.937500E+00  0.148160E+07  0.107375E+08
 0.9076
  0.474661E+06  0.237427E-01  0.591431E-01 -0.333008E+00  0.393100E+06  0.218282E+07
 -0.195312E-02  0.202421E+06  0.402364E+05 -0.368907E+06  0.476074E-02  0.590820E-01
 -0.421143E-02  0.346831E+05  0.338057E+06 -0.163531E+07 -0.367432E-01  0.683594E-02
  0.137451E+00 -0.352707E+06 -0.164574E+07  0.959835E+07  0.497559E+00  0.130176E+01
  0.395990E+06 -0.164795E-01 -0.163086E+00  0.714844E+00  0.171460E+07  0.174445E+07
  0.217003E+07  0.183350E+00  0.156982E+00 -0.895996E+00  0.172011E+07  0.118408E+08
 1.1054
