Nb de frequency :    10
 0.3142
  0.477672E+06  0.634766E-02  0.158691E-02 -0.268555E-01  0.388463E+06  0.220049E+07
  0.549316E-03  0.192560E+06  0.136756E+05 -0.237674E+06  0.128174E-01  0.488281E-02
 -0.234985E-02  0.942913E+04  0.308902E+06 -0.148354E+07  0.240479E-01  0.778198E-02
 -0.854492E-02 -0.226566E+06 -0.149386E+07  0.879815E+07 -0.289551E+00  0.498047E-01
  0.390874E+06  0.161133E-01  0.430908E-01 -0.129395E+00  0.170078E+07  0.172534E+07
  0.219435E+07  0.883789E-01 -0.830078E-02  0.283203E-01  0.171145E+07  0.120290E+08
 1.3032
  0.364995E+06 -0.118408E-01 -0.133057E-01  0.457764E-01  0.268040E+06  0.171243E+07
 -0.228882E-03  0.168751E+06 -0.134667E+04 -0.133288E+06  0.488281E-02  0.341797E-01
 -0.270081E-02 -0.229996E+03  0.298735E+06 -0.143553E+07  0.876770E-01 -0.643311E-01
  0.850830E-01 -0.137617E+06 -0.143736E+07  0.845856E+07 -0.586670E+00  0.613525E+00
  0.267432E+06 -0.119629E-01  0.109253E+00 -0.473755E+00  0.157016E+07  0.118805E+07
  0.172438E+07  0.262451E-01 -0.408936E-01  0.252441E+00  0.120719E+07  0.100864E+08
 1.5010
  0.219804E+06  0.185413E-01  0.129013E-01 -0.867767E-01  0.124980E+06  0.108537E+07
 -0.146255E-01  0.128090E+06 -0.256781E+04 -0.713013E+05 -0.155888E-01  0.366211E-02
  0.171814E-01  0.209994E+04  0.300774E+06 -0.145290E+07 -0.128479E-01  0.583496E-01
 -0.537109E-01 -0.854178E+05 -0.144767E+07  0.845162E+07 -0.607910E-01 -0.462769E+00
  0.121008E+06 -0.100555E-01  0.139160E-01 -0.372314E-01  0.142683E+07  0.553217E+06
  0.110887E+07  0.106567E+00  0.843201E-01 -0.386230E+00  0.598835E+06  0.754407E+07
 1.6988
  0.124736E+06  0.299072E-02  0.135231E-01 -0.742188E-01  0.365185E+05  0.683653E+06
 -0.477600E-02  0.786454E+05  0.337324E+03 -0.335352E+05 -0.176086E-01  0.213623E-02
 -0.114746E-01  0.302125E+04  0.307271E+06 -0.148778E+07 -0.577393E-01 -0.488281E-01
  0.825195E-01 -0.408734E+05 -0.148059E+07  0.856765E+07  0.452637E+00  0.270264E+00
  0.311107E+05  0.161743E-02 -0.987549E-01  0.452209E+00  0.134438E+07  0.173377E+06
  0.701331E+06  0.346680E-01  0.195541E-01 -0.844727E-01  0.217943E+06  0.593989E+07
 1.8966
  0.763744E+05  0.735474E-02  0.298309E-02 -0.162354E-01 -0.718770E+04  0.478704E+06
  0.144577E-02  0.421761E+05  0.825591E+02 -0.894281E+04 -0.431061E-03  0.103760E-02
  0.793457E-03  0.558215E+03  0.309977E+06 -0.150844E+07 -0.312500E-01  0.169678E-01
 -0.351562E-01 -0.424660E+04 -0.149469E+07  0.864790E+07  0.144043E+00 -0.766602E-01
 -0.119029E+05 -0.231934E-01 -0.804443E-01  0.366272E+00  0.130672E+07 -0.281963E+04
  0.477604E+06  0.688477E-01  0.818634E-02 -0.556641E-01  0.164242E+05  0.511054E+07
 2.0944
  0.560960E+05 -0.387573E-02  0.859070E-02 -0.297241E-01 -0.267367E+05  0.366078E+06
  0.802231E-02  0.298847E+05  0.123377E+05 -0.392663E+05  0.139008E-01  0.552979E-01
 -0.756836E-02  0.747226E+04  0.319225E+06 -0.155166E+07 -0.714111E-02 -0.427246E-01
  0.115967E-01 -0.248042E+05 -0.154189E+07  0.885658E+07  0.488281E-02  0.556641E-01
 -0.292876E+05  0.506592E-02  0.854492E-02  0.177002E-02  0.129064E+07 -0.835904E+05
  0.344127E+06  0.727539E-01  0.362854E-01 -0.215820E+00 -0.103972E+06  0.440298E+07
