
   48538.7227      -1.56943250       9762.29102      -2.80607939       41699.7344      -2.99383688       204299.594      0.151228458       35356.9961      -1.56842148       226142.344      -1.56951725    
   354144.781       152.787979       1.02539062E-02   2.34306394E-03   7.19604492E-02   4.78353677E-03 -0.324340820      -2.19206270E-02   268349.031       193.804169       1649332.12       667.631470    
   7.56835938E-03   6.08798116E-04   193943.297       4924.09229       91049.2891       9336.44824      -577988.500      -46892.7969       3.57666016E-02  -1.96541124E-03 -0.123046875       1.49563001E-03
   6.83593750E-03  -2.49271659E-04   93125.3359       10190.9600       442991.094       19463.8594      -2168441.25      -97583.5469      -2.94189453E-02   2.10922182E-04  -6.03027344E-02   2.99126003E-03
   8.20312500E-02  -4.10339516E-03  -580876.375      -48960.0273      -2149414.00      -93332.1562       12081971.0       468146.594      0.360351562      -7.82329589E-03  0.640625000       9.81746893E-03
   269414.125       196.061600      -6.73828125E-02  -6.56461576E-03 -0.219848633      -1.24459071E-02   1.12145996       6.31156191E-02   1583540.75       248.682968       1185565.88       856.724243    
   1643080.75       649.627502       3.43017578E-02   7.18693389E-03  0.307373047       2.13888269E-02  -1.39111328     -0.108872399       1175209.62       824.014282       9428852.00       2838.75098    
   96835.7109      -1.56138742       26901.6172      -2.61971521       105260.242      -2.91489697       516121.625      0.233028978       68150.1641      -1.55437601       450072.031      -1.56194627    
   376615.125       1843.30676      -1.02539062E-02   7.55804766E-04   2.17590332E-02   3.01980134E-03 -0.129760742      -1.18155526E-02   292653.531       2263.84570       1748722.00       8058.27783    
   6.83593750E-03  -2.67168204E-03   200770.125       13868.4727       87281.2891       23718.0996      -569779.125      -120433.617       2.79541016E-02   1.76549749E-03   2.49023438E-02   1.23116104E-02
  -3.42407227E-02   4.93714307E-03   88059.6641       25797.0020       426599.062       45510.4023      -2087428.00      -229271.734      -6.09130859E-02   6.18705293E-03  0.133300781      -3.62473819E-03
  0.107910156      -1.84361674E-02  -569218.125      -125457.828      -2074064.88      -219484.344       11727468.0       1108053.75      0.472656250       4.54967134E-02  0.619140625       2.14984473E-02
   294065.906       2293.54248      -9.13696289E-02  -1.94614846E-02 -0.238891602      -3.75387929E-02   1.24145508      0.189604461       1610403.62       2816.84912       1294302.50       10026.4609    
   1740985.12       7842.98145      -5.41992188E-02  -2.62090447E-03   6.20117188E-02  -7.34517258E-03 -0.392822266       1.85924061E-02   1280887.38       9632.36133       9876702.00       34291.5156    
   178675.672      -1.51831734       51217.6055      -2.30811262       175582.422      -2.79359460       860544.188      0.360562056       122451.070      -1.48068523       826780.688      -1.52118301    
   420055.594       16029.9697       1.81274414E-02   4.77069616E-03   3.54003906E-02   1.52543150E-02 -0.176879883      -8.40097442E-02   338827.312       18846.6289       1940713.25       70128.2188    
   1.83105469E-03   6.86633727E-03   204585.750       33765.0000       69183.8438       47688.6719      -496616.250      -249205.156      -1.30615234E-02  -4.59199818E-03   7.17773438E-02  -2.51260288E-02
  -9.39941406E-03   1.17832413E-02   66613.7734       50837.1992       385171.500       80294.3750      -1878047.00      -407100.219      -6.22558594E-03   8.92407261E-03  -6.59179688E-02  -4.57466990E-02
  -6.20117188E-02  -2.13138033E-02  -487338.812      -256360.109      -1877395.50      -392035.938       10763806.0       2004636.00     -0.298828125     -0.127536252     -0.416015625       8.31758156E-02
   340891.656       19129.1055       4.87670898E-02   2.45520286E-02   3.17382812E-02   4.31582853E-02 -0.310546875     -0.217914149       1660083.75       22490.6602       1500779.50       83683.1641    
   1930070.88       68301.0156       8.74023438E-02   5.90245053E-02  0.229736328       8.62624198E-02 -0.937500000     -0.390103251       1481602.62       80302.8281       10737483.0       298934.812    
   290558.688      -1.38863730       75578.2969      -1.95611250       225305.250      -2.68835044       1098122.25      0.474767238       196978.859      -1.26675403       1337148.50      -1.39754772    
   474660.781       81468.2656       2.37426758E-02   2.33761556E-02   5.91430664E-02   3.54519896E-02 -0.333007812     -0.187064648       393099.531       91274.5547       2182821.75       356766.250    
  -1.95312500E-03   3.48980539E-03   202420.891       65302.4102       40236.3789       67086.0156      -368907.000      -374695.562       4.76074219E-03   1.35714654E-02   5.90820312E-02  -8.08748528E-02
  -4.21142578E-03   1.30729219E-02   34683.1367       68097.0391       338056.906       95918.9375      -1635314.50      -487870.938      -3.67431641E-02   2.83615924E-02   6.83593750E-03   9.30614769E-03
  0.137451172       6.44783080E-02  -352706.625      -375168.406      -1645740.62      -477241.469       9598354.00       2496724.25      0.497558594     -0.200746894       1.30175781      0.242846131    
   395989.938       92804.6094      -1.64794922E-02  -4.19607535E-02 -0.163085938      -6.03099279E-02  0.714843750      0.314137876       1714601.25       103974.367       1744445.75       406363.719    
   2170033.50       348040.969      0.183349609       4.37610522E-02  0.156982422      0.113834128     -0.895996094     -0.615313590       1720112.38       389939.438       11840848.0       1525808.50    
   381875.062      -1.14175105       95101.1250      -1.57011318       245543.328      -2.60430002       1178627.25      0.566498578       260927.547     -0.861573279       1749148.88      -1.16123199    
   477671.625       248253.062       6.34765625E-03  -7.42134033E-03   1.58691406E-03  -1.30210789E-02  -2.68554688E-02   6.88160658E-02   388462.750       265548.875       2200486.25       1088463.75    
   5.49316406E-04   4.35160426E-03   192559.797       111585.438       13675.6123       71743.3047      -237673.688      -457206.500       1.28173828E-02   4.46629748E-02   4.88281250E-03   9.98507664E-02
  -2.34985352E-03  -1.60908159E-02   9429.13477       67467.2969       308902.281       88141.0859      -1483544.25      -443595.469       2.40478516E-02   3.25189643E-02   7.78198242E-03  0.191875383    
  -8.54492188E-03  -2.50976235E-02  -226565.641      -443394.844      -1493859.62      -445607.406       8798151.00       2418973.00     -0.289550781      0.279582143       4.98046875E-02 -0.433946013    
   390874.438       270246.500       1.61132812E-02  -1.45053472E-02   4.30908203E-02  -2.00038850E-02 -0.129394531       9.55328941E-02   1700784.62       289089.781       1725335.12       1184511.38    
   2194345.50       1065598.25       8.83789062E-02  -3.75115015E-02  -8.30078125E-03  -2.06448194E-02   2.83203125E-02   7.34038055E-02   1711454.62       1139845.25       12028959.0       4684096.00    
   363360.750     -0.834342301       103511.172      -1.12457418       234236.359      -2.52402115       1094874.00      0.641381383       262405.094     -0.289923549       1660549.25     -0.869458020    
   364995.250       444465.750      -1.18408203E-02   2.91115399E-02  -1.33056641E-02   4.30707633E-02   4.57763672E-02 -0.209666729       268040.125       457960.125       1712425.38       1951171.12    
  -2.28881836E-04   1.93679240E-02   168750.812       170449.688      -1346.67358       59399.6953      -133288.453      -476064.250       4.88281250E-03  -7.95397256E-03   3.41796875E-02   5.34506962E-02
  -2.70080566E-03   2.85348780E-02  -229.995728       52479.8438       298735.312       67236.8203      -1435534.00      -328171.000       8.76770020E-02  -2.78786756E-02  -6.43310547E-02  0.161942884    
   8.50830078E-02  0.134740293      -137616.891      -456608.969      -1437356.25      -339557.219       8458557.00       1953989.38     -0.586669922      0.201394588      0.613525391      0.412333965    
   267431.844       465721.500      -1.19628906E-02   1.68624222E-02  0.109252930       1.51125481E-02 -0.473754883      -9.48113576E-02   1570162.00       479985.156       1188045.88       2042449.38    
   1724383.00       1923233.00       2.62451172E-02  0.124081977      -4.08935547E-02   8.74937028E-02  0.252441406     -0.440331936       1207192.00       1981426.38       10086368.0       8499812.00    
   225277.359     -0.577308655       94329.9922     -0.607136905       191678.328      -2.43357444       875009.875      0.696575642       209586.094      0.433185935       1032925.25     -0.635997355    
   219803.969       523270.156       1.85413361E-02  -2.85831727E-02   1.29013062E-02  -7.28321215E-03  -8.67767334E-02   5.20360321E-02   124980.227       527469.000       1085374.12       2302283.00    
  -1.46255493E-02   5.76244071E-02   128090.383       226898.938      -2567.81201       41738.2266      -71301.3047      -450159.750      -1.55887604E-02   3.98515388E-02   3.66210938E-03  0.334936142    
   1.71813965E-02   5.42919971E-02   2099.93994       39951.2461       300773.781       44913.5938      -1452902.88      -213461.328      -1.28479004E-02   2.66822074E-02   5.83496094E-02  0.281067848    
  -5.37109375E-02 -0.293985248      -85417.8438      -447217.375      -1447666.50      -224627.859       8451618.00       1415846.25      -6.07910156E-02 -0.273005933     -0.462768555      -1.20049322    
   121008.305       534490.250      -1.00555420E-02   1.53909391E-02   1.39160156E-02   4.23708893E-02  -3.72314453E-02 -0.216206044       1426834.75       539285.625       553217.312       2344183.75    
   1108867.50       2294737.75      0.106567383     -0.268974990       8.43200684E-02  -9.83920768E-02 -0.386230469      0.727038622       598835.250       2311367.00       7544070.00       10286778.0    
   39332.6953     -0.462321788       68159.6719      -4.28092256E-02   127062.789      -2.36352897       591436.500      0.697328806       185694.500       1.37969792       188959.000     -0.578859210    
   124735.977       499480.875       2.99072266E-03   1.11980578E-02   1.35231018E-02   4.56217164E-03  -7.42187500E-02  -2.19813734E-02   36518.4688       502473.875       683653.000       2221214.25    
  -4.77600098E-03   1.72895938E-02   78645.3828       250930.484       337.323822       31353.6230      -33535.1875      -406626.500      -1.76086426E-02   2.04260871E-02   2.13623047E-03   4.81101759E-02
  -1.14746094E-02  -7.34224496E-03   3021.25293       36128.0391       307270.875       29687.3359      -1487779.75      -138378.797      -5.77392578E-02  -2.71786191E-02  -4.88281250E-02  -6.74994066E-02
   8.25195312E-02   3.68084316E-03  -40873.4062      -426311.062      -1480588.50      -148204.000       8567653.00       1016062.25      0.452636719     -0.121727034      0.270263672      -9.12434310E-02
   31110.7031       505413.719       1.61743164E-03  -2.93430593E-02  -9.87548828E-02  -3.30239013E-02  0.452209473      0.211311504       1344384.62       509855.156       173376.812       2227334.25    
   701331.250       2244807.75       3.46679688E-02   4.31332588E-02   1.95541382E-02   9.74645745E-03  -8.44726562E-02  -1.99076589E-02   217942.625       2249485.75       5939888.50       10446257.0    
   137169.422       2.92168236       38916.1875      0.601135015       56943.5547      -2.43293929       322056.000      0.560012639       243664.516       2.17114067       644422.875       2.82713842    
   76374.4141       435999.188       7.35473633E-03   8.39250721E-03   2.98309326E-03   5.16573293E-03  -1.62353516E-02  -4.28307280E-02  -7187.70312       447529.344       478704.469       2008376.00    
